gender,region,education,age,responses_t1_1,responses_t1_2,responses_t2_1,responses_t2_2,responses_t3_1,responses_t3_2,responses_t4_1,responses_t4_2,responses_t5_1,responses_t5_2,responses_t6_1,responses_t6_2,responses_t7_1,responses_t7_2,responses_t8_1,responses_t8_2,responses_t9_1,responses_t9_2,responses_t10_1,responses_t10_2,responses_t11_1,responses_t11_2,responses_t12_1,responses_t12_2,responses_t13_1,responses_t13_2,responses_t14_1,responses_t14_2,responses_t15_1,responses_t15_2,responses_t16_1,responses_t16_2,responses_t17_1,responses_t17_2,responses_t18_1,responses_t18_2,responses_t19_1,responses_t19_2,responses_t20_1,responses_t20_2,prediction_age,age_imputed,prediction_education,education_imputed,prediction_gender,gender_imputed
female,Lima,graduate,35,0.5,2,1,1,1,2,0,2,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,2,0,1,1,1,NA,35,NA,graduate,NA,female
male,Ucayali,graduate,46,1,2,0.5,1,1,2,1,2,0.5,1,0.5,1,1,1,1,2,0.5,2,1,1,0.5,1,0.5,1,1,1,0,1,0,1,0.5,1,0,1,0.5,2,1,1,1,2,NA,46,NA,graduate,NA,male
NA,NA,NA,NA,1,2,1,2,1,2,1,1,1,2,0,1,1,2,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,0,1,1,1,0,1,1,1,NA,NA,NA,NA,NA,NA
male,Lima,undergraduate,28,1,2,1,1,1,2,1,1,1,1,0.5,1,1,1,0,1,0,2,1,2,1,1,0.5,1,1,2,0,1,1,2,1,1,NA,NA,0,2,1,1,1,1,NA,28,NA,undergraduate,NA,male
female,Lima,secondary,22,0,2,0.5,2,1,2,1,1,1,2,1,1,0,1,0,1,0,2,0,2,1,2,0.5,1,0.5,1,0,1,1,1,0.5,1,1,1,0.5,1,1,2,0.5,1,NA,22,NA,secondary,NA,female
NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,1,1,1,0.5,1,0,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA
male,Lima,graduate,47,0,2,1,1,1,1,0,1,0.5,1,1,2,0.5,1,1,1,0.5,1,1,1,0,1,1,1,1,2,0,2,1,1,0,1,0,1,1,1,0,1,1,1,NA,47,NA,graduate,NA,male
NA,Ica,NA,NA,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,2,0,1,0,1,1,1,0,2,0,1,0,1,0,1,0,1,0,1,0,1,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,1,2,1,2,0.5,2,1,2,1,2,0,1,0.5,1,1,1,0,2,1,1,1,2,1,1,1,1,0,1,0.5,1,0,1,1,1,1,2,1,1,1,2,NA,NA,NA,NA,NA,NA
male,Piura,undergraduate,20,1,1,0,1,1,1,1,1,0.5,1,0,1,0.5,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,0,1,0,1,0,1,NA,20,NA,undergraduate,NA,male
female,Lima,undergraduate,21,1,2,0.5,1,1,1,0.5,1,1,1,1,1,1,1,1,1,0.5,1,0.5,1,1,1,0.5,1,1,1,0,1,0,1,0.5,1,0.5,1,0.5,1,0.5,1,0.5,1,NA,21,NA,undergraduate,NA,female
male,Lima Metropolitana,graduate,36,1,2,0,1,1,2,1,2,0,2,0,1,0,1,1,1,0.5,1,1,1,0,1,1,2,1,2,0.5,1,0,1,0.5,1,1,1,0.5,1,0,1,1,1,NA,36,NA,graduate,NA,male
male,La Libertad,secondary,24,0.5,2,1,2,1,2,1,2,1,1,0,1,1,1,1,1,0,2,1,1,1,1,1,1,0.5,1,0,1,1,1,0,2,0.5,1,1,1,0.5,1,1,1,NA,24,NA,secondary,NA,male
NA,NA,NA,NA,0.5,1,0.5,1,1,2,1,1,1,2,1,1,0,1,0,1,0,1,0.5,1,0.5,1,1,2,1,2,0,1,1,2,0.5,1,1,1,0,1,1,1,0.5,1,NA,NA,NA,NA,NA,NA
male,Junín,undergraduate,52,0,1,1,1,1,2,1,1,1,1,0,1,0,1,0,1,0,2,0,1,0,1,1,1,1,2,0,1,1,1,0,1,1,2,0,2,0,1,1,1,NA,52,NA,undergraduate,NA,male
NA,NA,NA,NA,1,2,0.5,2,1,1,0,1,1,1,0,1,0,1,0,1,0.5,2,0.5,1,0.5,1,0.5,2,1,2,1,1,0.5,1,1,1,0.5,2,0.5,2,0,1,0,1,NA,NA,NA,NA,NA,NA
diverse,Lima Metropolitana,undergraduate,NA,1,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,0.5,1,1,1,1,1,0.5,1,0,1,0.5,1,0,1,1,1,0,1,0.5,1,1,1,30.407831,30.407831,NA,undergraduate,NA,diverse
female,Extranjero,undergraduate,32,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0.5,1,1,1,1,1,1,1,0.5,1,1,1,0.5,1,1,1,0.5,1,0.5,1,0.5,1,NA,32,NA,undergraduate,NA,female
male,Lima,undergraduate,18,1,2,1,1,1,2,0,1,1,1,0,1,0.5,2,1,1,0.5,2,1,1,1,1,1,2,1,2,0,1,0.5,1,0.5,1,0.5,1,0.5,2,0,1,1,1,NA,18,NA,undergraduate,NA,male
male,Lima,undergraduate,49,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,NA,49,NA,undergraduate,NA,male
NA,NA,NA,NA,1,2,1,1,1,2,0.5,1,1,1,0,1,0.5,1,0.5,2,1,1,1,1,0.5,1,1,1,1,2,0.5,1,0.5,1,0.5,1,1,2,1,2,NA,NA,0.5,1,NA,NA,NA,NA,NA,NA
male,Lima,secondary,25,1,2,1,2,1,2,1,2,0.5,1,0,1,1,1,0.5,1,0.5,2,1,2,0.5,1,0.5,1,1,2,0,2,0,2,0.5,1,0.5,1,0,2,0,1,1,1,NA,25,NA,secondary,NA,male
female,Lima,undergraduate,25,0.5,2,1,1,1,2,1,1,1,2,1,1,0,1,0.5,1,0,2,0,1,1,2,1,2,1,2,0,1,1,1,0.5,1,1,1,0,1,0,1,1,1,NA,25,NA,undergraduate,NA,female
male,Lima Metropolitana,secondary,22,0,2,1,1,0.5,2,1,1,0,1,1,1,0,1,0.5,1,0,2,0,1,0.5,1,0.5,1,1,1,0,1,1,1,0,2,1,2,0,2,0.5,1,0,1,NA,22,NA,secondary,NA,male
male,Lima,undergraduate,20,0.5,1,1,1,1,1,0.5,1,1,1,0.5,1,0,1,0.5,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,0.5,1,0.5,1,1,1,0.5,1,0.5,1,NA,20,NA,undergraduate,NA,male
NA,Lima Metropolitana,NA,NA,1,2,0.5,1,1,2,1,1,1,1,1,1,0,1,1,1,0,2,1,1,0.5,1,1,1,1,1,0,1,1,1,0,1,1,2,0,1,0,1,1,2,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,0.5,1,0.5,1,0.5,1,0.5,1,1,1,0,1,1,1,0,1,1,1,0.5,1,0.5,2,1,1,0,1,0.5,1,1,1,1,1,0,1,0.5,1,0.5,1,0,2,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,1,1,0,2,1,2,1,1,0,2,1,1,0,1,0.5,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0,2,1,1,1,2,1,1,0,2,1,2,NA,NA,NA,NA,NA,NA
male,Arequipa,undergraduate,24,1,1,0,2,1,2,1,1,0,2,1,2,1,1,1,1,0.5,1,1,1,1,1,1,1,1,2,1,1,0,2,0.5,1,0.5,1,1,2,0.5,2,0,1,NA,24,NA,undergraduate,NA,male
NA,NA,NA,NA,0,2,1,1,1,1,1,1,1,2,1,2,0,1,0,1,0,1,0,1,1,2,1,2,0.5,1,0,1,1,2,0.5,1,1,2,0.5,1,0.5,1,1,1,NA,NA,NA,NA,NA,NA
female,Lima,NA,37,0,2,0,2,1,2,1,2,1,2,0.5,2,0,1,1,1,1,2,1,1,1,2,1,2,1,1,1,2,1,2,1,2,0,2,1,2,1,2,1,1,NA,37,undergraduate,undergraduate,NA,female
male,Tacna,secondary,21,1,2,1,1,1,2,0.5,1,1,1,0.5,1,1,1,1,1,0,2,1,1,1,1,1,1,1,1,0,1,0.5,1,0.5,1,1,2,0,1,0.5,1,0.5,1,NA,21,NA,secondary,NA,male
male,Lima,undergraduate,22,1,2,1,2,1,2,1,2,1,2,1,2,1,1,0.5,1,0,2,1,2,1,2,1,2,1,1,0,1,1,2,0,1,0.5,1,0,1,1,1,0.5,2,NA,22,NA,undergraduate,NA,male
male,Lima,undergraduate,27,1,2,1,1,1,2,1,2,1,1,0.5,1,1,2,1,2,0.5,2,1,2,1,2,1,2,1,2,0,1,0.5,1,0,1,1,1,0.5,1,0.5,1,1,2,NA,27,NA,undergraduate,NA,male
NA,NA,NA,NA,0.5,2,1,1,1,2,1,1,1,2,1,1,0,2,1,2,0,2,0,1,0.5,1,0.5,1,1,1,0,1,1,2,0.5,1,1,2,0.5,2,0.5,1,0.5,1,NA,NA,NA,NA,NA,NA
diverse,Lima,graduate,NA,1,2,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,0,2,0,1,1,1,1,1,1,1,0,2,1,1,0.5,1,1,1,1,2,1,1,0,1,36.67847,36.67847,NA,graduate,NA,diverse
NA,NA,NA,NA,1,2,0.5,1,1,2,1,1,1,1,0.5,2,0.5,1,0.5,1,1,1,1,1,0.5,1,1,1,1,2,1,2,1,1,1,2,1,1,0.5,1,0,1,1,2,NA,NA,NA,NA,NA,NA
female,Lima Metropolitana,NA,NA,1,2,0.5,1,1,2,1,1,1,1,0,2,1,2,1,1,0,2,1,1,1,1,0.5,1,1,1,0,2,1,1,1,2,0,1,0,1,0,1,1,1,NA,NA,NA,NA,NA,female
female,Lambayeque,undergraduate,20,0.5,2,1,2,1,2,0.5,1,1,2,0,1,1,2,1,1,0,2,0,1,0,1,0.5,1,1,2,0,1,1,1,0.5,1,0.5,2,0,1,0.5,1,0.5,1,NA,20,NA,undergraduate,NA,female
female,Lima,undergraduate,NA,1,2,1,2,1,2,0.5,1,1,2,0.5,1,0.5,1,0.5,1,0,1,1,1,1,1,1,1,0,1,0,1,0.5,1,0,1,0.5,1,1,1,1,1,1,1,23.454826,23.454826,NA,undergraduate,NA,female
NA,NA,NA,NA,1,2,1,1,1,2,1,2,1,1,0.5,1,1,2,1,2,1,2,1,2,1,2,1,2,1,2,0,2,0,1,1,1,0,1,1,2,0,1,1,1,NA,NA,NA,NA,NA,NA
male,Callao,secondary,21,1,2,1,1,1,2,1,1,0.5,1,1,1,0,1,1,1,0.5,2,0.5,1,1,1,1,2,1,2,0,1,1,1,1,1,1,2,1,1,0,1,0,1,NA,21,NA,secondary,NA,male
male,Lima,NA,30,1,2,0.5,1,1,2,0.5,1,1,1,0.5,1,1,1,1,2,0.5,1,1,2,1,1,0.5,1,1,1,0.5,1,0.5,1,0.5,1,0.5,1,0.5,1,0.5,1,1,1,NA,30,undergraduate,undergraduate,NA,male
female,Arequipa,undergraduate,34,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,2,0,1,0,1,1,1,1,1,1,1,1,1,NA,34,NA,undergraduate,NA,female
male,Lambayeque,NA,30,1,2,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0.5,1,1,2,NA,30,graduate,graduate,NA,male
male,Lima Metropolitana,undergraduate,61,1,2,1,1,1,2,1,1,1,1,0.5,1,1,2,0.5,1,0,2,1,1,0,1,1,2,0.5,2,1,2,1,2,1,1,0,1,1,1,0,1,0,2,NA,61,NA,undergraduate,NA,male
NA,NA,NA,NA,1,2,0.5,1,1,2,1,1,0,1,1,1,1,2,1,2,0,2,1,1,0,1,1,2,1,2,0,2,0,1,0,1,0,1,0,2,1,1,1,1,NA,NA,NA,NA,NA,NA
male,Lima Metropolitana,undergraduate,27,1,2,0.5,1,1,2,1,1,1,1,0,1,1,2,1,1,0,2,0.5,1,0.5,1,1,1,1,2,1,1,1,1,0.5,1,0,1,1,1,0.5,1,1,1,NA,27,NA,undergraduate,NA,male
male,Lambayeque,graduate,29,1,1,0,1,1,2,1,2,1,1,0,2,1,1,0.5,1,0.5,1,0.5,1,0.5,1,1,1,1,2,1,1,0.5,1,1,1,1,2,0.5,1,1,2,1,1,NA,29,NA,graduate,NA,male
female,Lima,undergraduate,22,1,1,1,1,1,1,1,1,1,1,0.5,1,0,1,0.5,1,0.5,1,1,1,1,1,1,1,1,1,0,1,1,1,0.5,1,0,1,0,1,0,1,1,1,NA,22,NA,undergraduate,NA,female
NA,NA,NA,NA,0.5,2,1,1,1,2,1,1,1,2,0.5,1,0.5,1,0,1,0,2,0.5,1,1,2,1,2,1,2,0,1,1,2,0.5,2,1,2,0.5,1,0.5,1,0.5,1,NA,NA,NA,NA,NA,NA
male,Lima,undergraduate,29,1,2,0,1,1,2,1,1,1,1,0.5,1,1,2,1,2,0,2,1,2,0.5,1,1,1,1,1,0,1,0,1,0,2,0.5,2,0.5,2,0,1,1,1,NA,29,NA,undergraduate,NA,male
NA,NA,NA,NA,1,2,0,1,1,2,1,1,1,1,0,1,0,1,0,1,1,2,1,1,1,1,1,1,1,2,1,2,0,1,1,1,0,1,1,1,0,1,0,1,NA,NA,NA,NA,NA,NA
female,Lima,secondary,29,1,2,1,2,1,2,1,1,0,1,0.5,1,0,1,1,2,1,2,1,2,1,1,0.5,1,1,1,1,1,0,1,1,1,0.5,2,0.5,1,0,2,0,1,NA,29,NA,secondary,NA,female
female,Junín,undergraduate,24,1,2,1,1,1,2,0,1,1,2,0,2,1,1,1,1,0,2,0,1,0,1,0,1,1,2,0,2,0,1,0,2,1,2,1,2,0.5,1,1,1,NA,24,NA,undergraduate,NA,female
male,Lima,undergraduate,25,1,2,0,2,1,2,1,2,0,2,0.5,1,1,2,1,2,0.5,2,0.5,1,0.5,2,0.5,1,1,1,0.5,1,0,2,0.5,1,0.5,2,0.5,2,0,2,NA,NA,NA,25,NA,undergraduate,NA,male
NA,NA,NA,NA,0.5,2,0,1,1,2,1,1,0.5,1,1,1,0,2,0,1,0,2,0.5,1,0,1,1,2,0.5,1,0.5,1,0,1,0,1,1,2,1,2,1,1,1,1,NA,NA,NA,NA,NA,NA
NA,Lambayeque,graduate,NA,0.5,2,1,2,1,2,1,1,1,2,1,2,0.5,1,1,1,0,2,0.5,1,1,1,1,1,1,1,0,2,1,1,0,1,1,2,1,1,0,1,1,1,31.894028,31.894028,NA,graduate,NA,NA
female,La Libertad,undergraduate,20,0.5,2,1,2,1,2,1,1,1,2,1,1,0.5,1,1,1,0,2,1,1,1,2,1,2,0.5,1,0,1,1,2,0.5,1,1,2,0.5,1,0.5,1,1,1,NA,20,NA,undergraduate,NA,female
female,Arequipa,secondary,24,1,1,1,1,1,2,0.5,1,0.5,1,0.5,1,0.5,1,0.5,1,1,1,1,1,1,1,0.5,1,1,1,1,1,0,1,0.5,1,1,1,1,1,1,1,0,1,NA,24,NA,secondary,NA,female
NA,NA,NA,NA,0,2,1,1,1,1,0.5,1,1,1,1,1,0,1,0.5,1,1,2,1,1,0.5,1,1,1,1,2,1,1,0.5,1,1,1,1,1,0.5,1,0,1,1,1,NA,NA,NA,NA,NA,NA
NA,NA,undergraduate,NA,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,0.5,1,1,1,38.329075,38.329075,NA,undergraduate,NA,NA
NA,NA,NA,NA,1,2,0.5,1,1,2,1,1,1,1,0,1,0,1,1,1,0,2,0.5,1,0.5,1,1,1,1,1,0,2,0.5,1,1,1,1,2,0,2,1,2,1,2,NA,NA,NA,NA,NA,NA
female,Lima Metropolitana,graduate,25,1,2,0.5,1,1,2,1,1,0,1,0,1,0,1,0.5,1,0,2,1,2,1,2,0,1,1,1,0.5,1,0,1,1,1,0.5,1,1,1,0,1,0.5,1,NA,25,NA,graduate,NA,female
male,Lima Metropolitana,undergraduate,27,1,2,1,1,1,2,1,1,0.5,1,0,1,1,1,1,1,0,2,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,0,1,NA,27,NA,undergraduate,NA,male
male,La Libertad,graduate,NA,0.5,1,1,1,1,1,1,1,0.5,1,0,1,0,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,0,1,0,1,1,1,34.95452,34.95452,NA,graduate,NA,male
diverse,NA,graduate,NA,1,2,0.5,1,1,2,1,1,1,1,0,2,1,2,1,1,0,2,1,1,1,1,1,1,1,2,1,2,0,1,1,1,0,1,1,2,1,1,0,1,42.04678,42.04678,NA,graduate,NA,diverse
NA,NA,NA,NA,0.5,2,1,2,1,2,1,1,1,2,0.5,1,0,1,0,1,0,2,0,1,1,2,1,1,0.5,1,1,1,1,2,0,1,1,2,0.5,1,0.5,1,1,1,NA,NA,NA,NA,NA,NA
female,Lima Metropolitana,undergraduate,22,1,2,1,1,1,2,1,2,1,1,0,2,1,1,1,1,0.5,2,1,2,1,2,1,1,1,1,0,2,0.5,1,0,2,1,1,1,2,1,2,1,2,NA,22,NA,undergraduate,NA,female
NA,NA,NA,NA,0.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0,1,0,2,1,1,1,1,0,2,1,1,1,1,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,0,2,1,2,1,2,1,2,1,2,0,1,0,1,1,2,0.5,2,1,2,1,2,1,2,1,2,1,2,1,2,0.5,2,1,2,1,2,0.5,1,1,1,NA,NA,NA,NA,NA,NA
male,Lima,undergraduate,18,1,1,0,1,1,1,1,1,0,1,1,1,0,1,0.5,1,0,1,1,1,0.5,1,1,1,1,1,1,1,0,1,0.5,1,1,1,0,1,1,1,1,1,NA,18,NA,undergraduate,NA,male
female,Lima Metropolitana,undergraduate,40,1,2,0.5,2,1,2,1,2,1,2,1,2,1,2,1,2,0,2,1,2,1,2,0.5,2,0.5,2,0.5,2,1,2,0,2,0,2,1,2,1,2,1,2,NA,40,NA,undergraduate,NA,female
female,Lima,undergraduate,29,1,2,1,2,1,2,1,1,1,2,0,1,0.5,1,1,1,0,2,1,2,1,2,1,2,1,1,0,1,1,1,1,1,1,2,1,1,1,1,1,1,NA,29,NA,undergraduate,NA,female
male,Lima,graduate,50,1,2,1,2,1,2,1,1,1,2,1,2,1,2,0.5,1,0,2,0.5,1,1,2,1,2,1,2,0,2,0,1,0,2,0.5,2,0,1,1,2,0,2,NA,50,NA,graduate,NA,male
female,La Libertad,undergraduate,NA,1,2,0.5,1,1,2,1,2,1,1,0,1,1,2,1,2,0.5,1,1,1,0.5,1,0.5,2,1,2,0,2,1,1,0.5,2,0.5,2,1,2,1,2,1,1,29.033962,29.033962,NA,undergraduate,NA,female
NA,Lima,graduate,NA,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0.5,1,0,1,1,1,1,1,1,1,1,1,0.5,1,1,1,0.5,1,1,1,1,1,0.5,1,1,1,33.758003,33.758003,NA,graduate,NA,NA
NA,NA,NA,NA,1,1,0.5,1,1,1,0,1,0.5,1,0.5,1,1,1,0,1,0.5,1,1,2,0,1,0,1,1,1,0.5,1,0,1,0.5,1,0,1,0,1,0,1,0.5,1,NA,NA,NA,NA,NA,NA
female,Lima Metropolitana,undergraduate,26,1,2,1,1,1,2,1,1,1,1,0.5,1,0.5,1,0.5,1,0.5,1,1,2,1,2,1,1,0.5,1,0.5,2,0.5,1,0.5,1,0.5,2,0.5,2,0.5,1,0.5,1,NA,26,NA,undergraduate,NA,female
NA,Lima,undergraduate,27,1,1,0,1,1,2,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0.5,1,1,2,0,1,0,1,1,1,0.5,1,1,2,0,1,0,1,NA,27,NA,undergraduate,male,male
male,Callao,graduate,26,0.5,2,0,1,0.5,1,1,1,0,1,1,1,0,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0.5,1,NA,26,NA,graduate,NA,male
female,Lima Metropolitana,secondary,44,0.5,2,1,2,1,2,1,1,0.5,1,1,1,1,1,1,1,0,2,0.5,1,1,1,1,2,0.5,1,0,2,0.5,1,0,1,0.5,2,0,1,1,2,1,1,NA,44,NA,secondary,NA,female
NA,NA,NA,NA,1,1,0,1,1,1,1,1,0,1,1,1,0.5,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,0.5,1,0,1,0,1,1,1,NA,NA,NA,NA,NA,NA
male,Lima,undergraduate,35,1,2,0,1,1,2,0,1,0.5,1,0,1,0.5,1,1,2,0.5,2,1,2,1,1,0.5,1,1,1,0.5,1,0,1,0,1,0,1,0.5,2,0,1,1,1,NA,35,NA,undergraduate,NA,male
NA,NA,NA,NA,1,2,0.5,1,1,2,1,2,1,1,1,1,1,1,0,2,0,2,1,2,1,2,0.5,1,1,2,0,2,1,1,1,1,1,1,0,2,1,1,0.5,1,NA,NA,NA,NA,NA,NA
male,Lima Metropolitana,undergraduate,25,1,2,0.5,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,2,1,2,0,1,0,1,1,2,0,2,1,1,1,1,1,1,1,1,0,1,0.5,1,NA,25,NA,undergraduate,NA,male
male,Lima,undergraduate,24,1,2,1,2,1,2,1,2,0.5,1,1,1,1,1,1,2,0.5,1,1,2,1,2,1,1,1,1,1,1,0.5,1,0.5,1,0.5,2,0,1,0.5,1,0.5,1,NA,24,NA,undergraduate,NA,male
female,Lima,secondary,21,1,2,0,2,1,2,1,1,0,2,0.5,2,0,1,1,2,1,2,1,1,0,1,0.5,1,1,1,0,1,0,1,0,1,0.5,2,0,1,0,1,1,1,NA,21,NA,secondary,NA,female
male,Lima,secondary,19,1,2,1,1,1,2,0.5,1,1,1,0.5,1,0,1,0.5,1,0,2,1,1,0.5,1,0.5,1,0.5,1,0,1,1,2,0.5,1,1,2,0.5,1,0.5,1,1,1,NA,19,NA,secondary,NA,male
male,Lima,undergraduate,NA,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.5,1,0,1,1,1,0.5,1,1,1,0.5,1,1,1,0,1,0.5,1,1,1,0.5,1,0.5,1,23.486147,23.486147,NA,undergraduate,NA,male
NA,Lima,undergraduate,27,1,1,0,1,1,2,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0.5,1,1,2,0,1,0,1,1,1,0.5,1,1,2,0,1,0,1,NA,27,NA,undergraduate,male,male
male,Extranjero,graduate,41,1,2,0,1,1,2,1,2,1,1,1,1,1,1,1,2,0,2,1,2,1,1,0.5,1,1,1,0.5,1,1,1,0,1,0.5,1,0,1,1,2,0,1,NA,41,NA,graduate,NA,male
male,Lima,undergraduate,63,1,2,0,2,1,2,1,2,1,2,1,1,1,2,0,1,0.5,2,1,2,1,2,1,1,0,1,0.5,1,0,1,0,2,0,2,1,1,1,2,0.5,1,NA,63,NA,undergraduate,NA,male
male,Callao,graduate,33,1,2,1,2,1,2,1,2,0,2,1,2,1,2,1,1,1,2,1,2,1,2,1,2,1,2,1,2,0.5,2,1,2,0.5,2,0.5,2,1,2,1,2,NA,33,NA,graduate,NA,male
NA,NA,NA,NA,1,2,1,1,1,2,1,1,1,1,1,1,0.5,1,1,1,0,2,1,1,1,1,1,2,0.5,1,0.5,1,1,1,0,1,1,2,0.5,1,0.5,1,0.5,1,NA,NA,NA,NA,NA,NA
male,NA,NA,NA,1,2,1,1,1,1,1,1,0.5,1,0.5,1,1,2,1,2,1,2,1,2,0.5,1,1,1,1,2,0.5,1,0,1,0.5,1,0,2,0.5,1,0,1,1,1,NA,NA,NA,NA,NA,male
male,Lima,undergraduate,22,1,2,0.5,1,1,2,1,1,1,1,1,2,0.5,1,1,2,0,2,0.5,1,0,1,0.5,1,1,2,0,1,0.5,1,0,1,1,1,0,1,1,2,0.5,1,NA,22,NA,undergraduate,NA,male
NA,NA,NA,NA,0.5,2,1,1,1,2,1,1,1,1,1,1,0,1,1,2,0,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0.5,1,NA,NA,NA,NA,NA,NA
NA,NA,NA,32,1,1,0.5,1,1,1,1,1,1,1,0.5,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,0.5,1,0,1,0,1,1,1,0.5,1,1,1,1,1,NA,32,undergraduate,undergraduate,NA,NA
male,Ica,undergraduate,NA,1,1,1,1,0.5,1,1,1,1,1,0.5,1,0.5,1,1,1,1,1,1,1,0.5,1,0.5,1,1,1,1,1,0.5,1,0.5,1,1,1,1,1,0,1,0.5,1,20.075151,20.075151,NA,undergraduate,NA,male
NA,NA,NA,NA,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,0,1,0.5,1,0,1,1,1,1,1,1,1,0.5,1,0.5,1,0.5,1,NA,NA,NA,NA,NA,NA
female,NA,undergraduate,30,1,1,0.5,1,1,1,1,1,1,1,1,1,0.5,1,1,1,0,1,0.5,1,0.5,1,1,1,1,1,1,1,1,1,0.5,1,0.5,1,0,1,0.5,1,1,1,NA,30,NA,undergraduate,NA,female
male,Lima,undergraduate,30,0.5,2,1,1,1,2,1,2,1,1,1,1,0,1,0.5,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0.5,1,1,1,NA,30,NA,undergraduate,NA,male
male,Arequipa,undergraduate,19,1,2,0,2,1,2,1,2,0.5,2,0.5,2,0.5,1,1,1,0,2,1,2,1,2,1,2,1,2,0,1,0.5,1,0.5,2,1,2,1,2,1,2,1,2,NA,19,NA,undergraduate,NA,male
female,Lima,undergraduate,35,1,2,1,2,1,2,1,1,1,1,1,1,0,1,0,1,0,2,0,1,0,1,1,2,1,1,0,1,1,1,1,1,1,2,0,2,0,1,0,1,NA,35,NA,undergraduate,NA,female
NA,NA,NA,NA,1,2,1,1,1,2,1,2,0.5,1,0.5,1,0,1,1,1,0,2,1,2,1,1,1,1,1,2,0,1,0,1,0,2,1,1,0,2,1,2,1,2,NA,NA,NA,NA,NA,NA
male,Lima Metropolitana,graduate,31,0.5,2,0,1,0.5,1,1,1,1,1,0.5,1,1,1,1,2,0.5,1,1,2,1,2,0.5,1,0.5,1,0,2,1,1,0,1,0.5,1,0,2,1,2,0.5,1,NA,31,NA,graduate,NA,male
NA,NA,NA,NA,1,1,0,1,1,1,0.5,1,1,1,0,1,1,1,0.5,1,0,1,1,1,0.5,1,0.5,1,1,1,0.5,1,0,1,0.5,1,0.5,1,0,1,0.5,1,0,1,NA,NA,NA,NA,NA,NA
male,Lima Metropolitana,secondary,46,1,2,1,2,1,2,1,2,1,2,0.5,1,1,2,1,2,0.5,2,0.5,1,0.5,1,1,1,1,1,0.5,1,0,1,0.5,1,0.5,2,1,1,1,1,0.5,1,NA,46,NA,secondary,NA,male
male,Extranjero,graduate,45,0,1,0.5,1,0.5,1,1,2,0,2,1,1,0,2,0.5,1,0.5,1,0,1,0.5,1,1,2,1,2,0.5,1,1,1,1,1,1,1,0.5,2,0.5,1,0,1,NA,45,NA,graduate,NA,male
female,Lima,primary,28,1,1,0.5,1,0,1,0,1,0,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,NA,28,NA,primary,NA,female
